"id","processed_text","original_text","sentiment","date","user","sentiment_label"
1558974387,"hey happy easter","@mirogechev Hey Happy Easter  How are you  ?",4,"Sun Apr 19 09:55:06 PDT 2009","Poison_Puppet","Positive"
1559162933,"hahaha doubt whatevs","@heather_xox hahaha doubt it. but whatevs ",4,"Sun Apr 19 10:25:36 PDT 2009","gabygab01","Positive"
1559420505,"sign cocomo dev program","Trying to sign up to cocomo dev program. Not working ",0,"Sun Apr 19 11:05:37 PDT 2009","jokigenki","Negative"
1559644459,"hard love sport follow team fun","@KeviKev it's hard to love a sport &amp; not just follow 1 team. But maybe that's exactly what u have done. Just as long as u have fun my man ",4,"Sun Apr 19 11:40:52 PDT 2009","chrisjbrandon","Positive"
1559710437,"stop plugin","@NeoTech2020 ok, i'll stop the plugin ",4,"Sun Apr 19 11:51:10 PDT 2009","tranced1","Positive"
1559971099,"ur think change ur pic wanna blip fm ur smile","@mrtrev if ur thinking of changing ur pic again, might wanna use the blip fm one. Looks good. ur smiling ",4,"Sun Apr 19 12:31:00 PDT 2009","Hyper8","Positive"
1563698739,"weather pretty nice miss nyc oy","@callmedev Weather was actually pretty nice here today!! Miss NYC so much though..oy! ",0,"Sun Apr 19 23:52:44 PDT 2009","SarahhRUSH","Negative"
1563777249,"fan super sweat bullet ugh sleep whatev","Fan is on high! And its super got! At least I'm not sweating bullets  ugh can't sleep though! Whatev -_-",4,"Mon Apr 20 00:13:13 PDT 2009","moenette","Positive"
1563777929,"project apple approve dev","New Project  - Apple, approve my as a Dev already!!!",4,"Mon Apr 20 00:13:24 PDT 2009","mjdimer","Positive"
1563814499,"minilyrics plug winamp cool","Minilyrics plug-in for winamp is so cool.  http://plurk.com/p/p4diu",4,"Mon Apr 20 00:23:24 PDT 2009","JoEmZ08","Positive"
1563850496,"bird crazy lol free time enjoy lot fly cage","@SpicyBev and my bird is a crazy one lol i let her free 2 times a day and she enjoys it a lot! and flies back in her cage alone ",4,"Mon Apr 20 00:33:13 PDT 2009","chantaleto","Positive"
1563903506,"hear benn ilu girl ur fan supporter forev megan sparkes","@BrookeAdamsTBG5 good to hear it has benn for me too  ilu girl ur fan and supporter forev megan sparkes",4,"Mon Apr 20 00:48:08 PDT 2009","DemSelMandMiles","Positive"
1563955813,"call dev blog love hover effect","@pearsonified Great call on the dev blog. I *love* the a:hover effect. ",4,"Mon Apr 20 01:02:47 PDT 2009","mitchcooper","Positive"
1563956276,"morning matey","@mrtrev Morning matey! Really? It can't last ",4,"Mon Apr 20 01:02:56 PDT 2009","SomersetBob","Positive"
1563991439,"sioc dev mail list 1111 message quot 10 1111 message quot cool","SIOC-Dev mailing list currently has 1111 messages. http://groups.google.com/group/sioc-dev - &quot;10 out of 1111 messages&quot; just looks cool ",4,"Mon Apr 20 01:13:20 PDT 2009","CaptSolo","Positive"
1564073391,"nice mate meet time","@jamiemarkwhite nice one mate  we'll have to meet up next time you are down this way!",4,"Mon Apr 20 01:38:04 PDT 2009","englishtom","Positive"
1564105618,"hour dev free version ad ad 14","@kevox in a few hours dev says  and there will be a free version with ads and one without ads for 14$",4,"Mon Apr 20 01:48:11 PDT 2009","mark3k","Positive"
1564105744,"fun time tonight","I had a really fun time tonight! Thanks @devidev ! ",4,"Mon Apr 20 01:48:13 PDT 2009","AMPRGROUP","Positive"
1564161158,"time update notepad drop plugins due compat issue gonna regular notepad update time","Each time I update Notepad++ it drops certain plugins due to compat issues. I'm just gonna have regular Notepad in a few updates time ",0,"Mon Apr 20 02:05:10 PDT 2009","csswizardry","Negative"
1564234846,"lol kid mind","@trinaxxl @n2bev lol why cant kids be more open minded ",4,"Mon Apr 20 02:28:15 PDT 2009","croftyg","Positive"
1564623700,"bev tm live time challenge","@laptoppingpong Say hello to Bev and everyone at TM - am living in interesting times, today more of a challenge ",4,"Mon Apr 20 04:18:43 PDT 2009","britainbybus","Positive"
1564625334,"talk brush tooth sense","@blurozes4ev OH! you're talking about brushing your teeth at work! Its okay that you do it, that would make sense. ",4,"Mon Apr 20 04:19:07 PDT 2009","VanessaRancine","Positive"
1564640497,"impression tweetie mac fast love quot conversation quot ui love fb plugin tweetdeck","First impression on Tweetie 4 Mac: Fast, I love the &quot;conversation&quot; UI, well done! But I love the groups and FB plugin of TweetDeck. ",0,"Mon Apr 20 04:22:37 PDT 2009","NunoCardoso","Negative"
1564646653,"weather president medvedev helsinki balcony","Great weather for President Medvedev in Helsinki... I might see him from my balcony ",4,"Mon Apr 20 04:24:04 PDT 2009","winninghelix","Positive"
1564667906,"bro aannd mymovement ib3 honorable mention mixtape","@leesh_mnc my bro @fckwhtyaheard did!  thank u! aannd myMovement Presents: IB3... HONORABLE MENTION THE MIXTAPE: http://tinyurl.com/dkpvt7",4,"Mon Apr 20 04:29:01 PDT 2009","IBtres","Positive"
1564692174,"yup mac os client beta dev folk add beta list watch","@akulbe Yup, 1.2 - and Mac OS X client is in beta. @tweetie dev folks, please add me to beta list if you are watching and willing! ",4,"Mon Apr 20 04:34:24 PDT 2009","davemark","Positive"
1564882155,"mac user bitch flash plug forever","@chrispirillo We Mac users have been bitching about the Flash plug-in forever... ",4,"Mon Apr 20 05:14:28 PDT 2009","AndrewC437","Positive"
1564932791,"force listen lasse berghagen due build chalmers cortege park ground","Forced to listen to Lasse Berghagen http://is.gd/trev  due to the build of Chalmers cortege on the parking grounds next to work.",0,"Mon Apr 20 05:24:13 PDT 2009","ultrafredde","Negative"
1565045570,"couchdb document orient isnt comment hbase bfore","@mixdev  CouchDB its a document oriented isnt it? should work on it before i comment   HBase ? Have u ever worked on any of this bfore?",4,"Mon Apr 20 05:44:30 PDT 2009","ashokjjr","Positive"
1565501815,"twitter emoticon's add sparkle 140 post follower retweetist","@ev - Does Twitter have emoticon's yet? I'd like to add some sparkle to my 140 posts   #follower #retweetist",4,"Mon Apr 20 06:54:35 PDT 2009","EstherJeles","Positive"
1565760063,"19days","@mmcdev 19days until I see you ",4,"Mon Apr 20 07:29:41 PDT 2009","pazox","Positive"
1565918053,"ewww barf dev clothe sound cringeworthy","@Sharontweet ewww barf....Dev in no clothes...sounds cringeworthy ",4,"Mon Apr 20 07:50:10 PDT 2009","SchofieldFan","Positive"
1565997796,"gmail jp hes hour ahhhh","@dcfc33 get on GMAIL NOW PLEASE!  JP is on! hes been on for like 2 hours! AHHHH get on! ",4,"Mon Apr 20 08:00:19 PDT 2009","alliejonas","Positive"
1573063394,"suck bring ointment dev salty itchy quot dev scrum quot","@RasmusBoserup: that sucks!     Bring ointment for devs, who will need it after the salty, itchy &quot;Dev scrum&quot;.",0,"Mon Apr 20 23:34:33 PDT 2009","AtomicLemondrop","Negative"
1573319836,"lot prev classmate transfer school will miss","Lots of my prev classmates are transferring schools. I`ll miss y`all! ",0,"Tue Apr 21 00:38:16 PDT 2009","nadinelopez","Negative"
1573422788,"enjoy relive quake quakelive portable ff plugin fun","Enjoyed reliving Quake 3 at QuakeLive http://ow.ly/3piI. Wish they'd make it portable. As it is, needs IE/FF w/ plugin. Great fun though. ",4,"Tue Apr 21 01:05:52 PDT 2009","jaulin","Positive"
1573458078,"hahaha wow cool literally whatevs","@missxmarisa http://twitpic.com/3pe9i - hahaha wow!! that's cool!! like... literally or whatevs ",4,"Tue Apr 21 01:15:50 PDT 2009","tsarnick","Positive"
1573467397,"send luck japan study poem","@praveenvasudev - wish I had someone send me luck all the way from Japan when I had to study the poems ",0,"Tue Apr 21 01:18:29 PDT 2009","vjk2005","Negative"
1573488080,"fight apparatus digestorius win","@praveenvasudev been fighting with my apparatus digestorius.  well, i'll win almost!",0,"Tue Apr 21 01:24:28 PDT 2009","qtbrowneyes","Negative"
1573492219,"dev live beijing","@adelablue You will! I'm still a dev living in Beijing ",4,"Tue Apr 21 01:25:37 PDT 2009","sleepingking","Positive"
1573562761,"person click follow","Hello to @vincestev the latest person to click follow ",4,"Tue Apr 21 01:45:58 PDT 2009","mhequalities","Positive"
1573563773,"doubt php gonna install cross platform winphp","@iawdev no doubt  The PHP side is gonna be okay once installed as it's cross-platform  #winphp",4,"Tue Apr 21 01:46:15 PDT 2009","akrabat","Positive"
1573679669,"regretably watch tv lincoln arm bev prior appointment pm","@annekap Regretably I will be watching on TV @ Lincoln Arms in Bev as have prior appointment in the pm ",0,"Tue Apr 21 02:19:47 PDT 2009","AirlieBirds","Negative"
1573768157,"wordpress theme decent plugins","@shiminay what wordpress theme did you go for in the end? Let me know if you find any decent plugins,please ",4,"Tue Apr 21 02:45:59 PDT 2009","SequoiaMountain","Positive"
1573837142,"apparently guess 10 attendee clue twitter argument kn","@markwhiting Not sure yet. Apparently my guess is that only 5-10% of attendees had a clue on twitter at all  which is no argument I kn ...",0,"Tue Apr 21 03:05:21 PDT 2009","iterations","Negative"
1573840056,"issue plugin hard migrate sa story plugins","@edavis10 How goes the issue grouping plugin, and how hard do you think it would be for me to migrate from the SA story plugins ? ",4,"Tue Apr 21 03:06:09 PDT 2009","ciaran_j","Positive"
1573843075,"biz dev","@sailboatvn will get biz dev to look into it for you ",4,"Tue Apr 21 03:07:00 PDT 2009","quidco","Positive"
1676312316,"read uzumaki talk trevs online","reading some more Uzumaki. And talking to Trevs online ",4,"Fri May 01 21:40:47 PDT 2009","behindcurtains","Positive"
1676313315,"lame jquery ajax form plugin inside facebox","well thats lame...the jquery ajax form plugin does not work inside of a facebox... ",0,"Fri May 01 21:40:57 PDT 2009","levicole","Negative"
1676314138,"perm temp permanently plugins conditional tag temporarily hard simple change date","@leisegang Perm or temp? Permanently, there are Plugins and Conditional Tags. Temporarily, that's much harder. Simple - change date. ",4,"Fri May 01 21:41:05 PDT 2009","lorelleonwp","Positive"
1676428622,"hey sunglass natalie","hey everyone i got new sunglasses! @Twilightluv4ev awww! i am sorry natalie ",0,"Fri May 01 22:01:05 PDT 2009","Amarachanner","Negative"
1676642243,"supahmodel stomp ru paul pump break ankle","@CommieWench Yes you are RIGHT!    *supahmodel stomps off in his Ru Paul pumps while trying not to break ankle*",4,"Fri May 01 22:41:05 PDT 2009","AClockworkToad","Positive"
1676714447,"install firefox plugin restart ff complete install ff upgrade version incompatible plugin","Just installed a Firefox plugin and as I was restarting FF to complete the install, FF upgraded to a version incompatible w/ the plugin. ",0,"Fri May 01 22:56:14 PDT 2009","gvonk","Negative"
1676871080,"movie yup liev schreiber plain rock time bed night y'all sleep tight","I just saw the new X-Men movie. Yup...Liev Schreiber just plain rocks!  Now it is time for bed. Good night, y'all! Sleep tight!",4,"Fri May 01 23:31:13 PDT 2009","bohemianchick09","Positive"
1676951198,"arrgggghhh fev mark miss hawk win pt","ARRGGGGHHH!!!!!!!!!!!! Fev had the mark and missed. Hawks win by 4 pts ",0,"Fri May 01 23:50:30 PDT 2009","blsm79","Negative"
1677189346,"add mozilla plugin twitter nice nice gnome screenlet","Added Mozilla plugin for Twitter. Nice but not as nice as a working Gnome screenlet would be. ",0,"Sat May 02 00:51:34 PDT 2009","villekoi","Negative"
1677243749,"luuuuuuuv smell flowery scent perfume make vry relax vry gud mood hev beautiful pipol","i luuuuuuuv d smell of flowery scent perfume...makes me vry relaxed&amp;puts me in vry gud mood...hev a beautiful day pipol ",4,"Sat May 02 01:06:28 PDT 2009","jebotan","Positive"
1677260598,"happend boy fevola close hit post fev cloooooooose","WHAT HAPPEND BOYS!!!?!?!?!??!?!?!?!??!?! FEVOLA THAT WAS SO CLOSE! HOW COULD YOU HAVE HIT THE POST!??? WHY FEV WHY?? so cloooooooose ",0,"Sat May 02 01:11:11 PDT 2009","fizzinmyjank","Negative"
1677470936,"comment ekantipur model section true design gt 20 add front page","@socialectnepal your comment on ekantipur model section is so true, before their re-design there used to be &gt; 20 adds in front page ",0,"Sat May 02 02:15:03 PDT 2009","simk318","Negative"
1677489181,"stretch iphone","@Grumpydev Probably stretch to a new iPhone case and that's about it! ",0,"Sat May 02 02:20:54 PDT 2009","domTorrisi","Negative"
